company_id,invoice_id
C444,INV151
C19,INV589
C19,INV522
C19,INV558
C20,INV1315
C173,INV632
C22,INV962
C20,INV964
C20,INV1086
C413,INV336
C21,INV1202
C21,INV1447
C432,INV634
C21,INV168
C21,INV554
C293,INV752
C21,INV512
C21,INV155
C21,INV1436
C21,INV9
C21,INV810
C21,INV1392
C366,INV673
C400,INV1125
C352,INV212
C22,INV1376
C122,INV638
C22,INV243
C22,INV326
C414,INV245
C22,INV1080
C22,INV349
C189,INV391
C24,INV1282
C55,INV1499
C22,INV598
C228,INV291
C301,INV194
C23,INV802
C139,INV1214
C6,INV24
C23,INV569
C93,INV94
C385,INV930
C23,INV355
C23,INV764
C23,INV1435
C20,INV1313
C23,INV912
C291,INV707
C134,INV1142
C342,INV1067
C24,INV631
C495,INV658
C24,INV224
C24,INV1035
C24,INV1243
C400,INV1058
C24,INV1068
C24,INV219
C24,INV670
C45,INV1325
C57,INV466
C24,INV1411
C24,INV1064
C24,INV1135
C9,INV331
C24,INV901
C24,INV1013
C121,INV381
C288,INV708
C24,INV10
C25,INV406
C25,INV1332
C197,INV148
C299,INV188
C433,INV174
C25,INV282
C17,INV1304
C136,INV1172
C25,INV681
C25,INV751
C25,INV827
C25,INV684
C25,INV315
C25,INV755
C367,INV467
C135,INV191
C382,INV348
C25,INV894
C25,INV976
C483,INV354
C13,INV184
C19,INV165
C25,INV280
C26,INV1221
C478,INV319
C387,INV1053
C17,INV109
C499,INV290
C26,INV175
C26,INV832
C403,INV1099
C26,INV795
C84,INV1393
C438,INV1426
C385,INV1129
C203,INV1165
C27,INV1492
C268,INV1295
C423,INV297
C90,INV957
C19,INV977
C27,INV1189
C189,INV521
C216,INV652
C406,INV1022
C28,INV975
C28,INV1491
C28,INV352
C28,INV364
C279,INV74
C28,INV1497
C28,INV1391
C371,INV1287
C28,INV1094
C52,INV946
C392,INV505
C28,INV1311
C28,INV1384
C28,INV222
C28,INV289
C130,INV1245
C28,INV1457
C28,INV217
C14,INV396
C153,INV1055
C29,INV1260
C29,INV1292
C29,INV1388
C29,INV1283
C29,INV504
C29,INV1220
C252,INV7
C410,INV1021
C271,INV425
C407,INV635
C30,INV398
C136,INV551
C30,INV846
C282,INV31
C30,INV824
C30,INV1025
C30,INV1066
C52,INV1231
C387,INV59
C83,INV640
C190,INV78
C30,INV549
C94,INV886
C30,INV570
C30,INV1152
C30,INV814
C74,INV161
C128,INV228
C249,INV386
C31,INV351
C214,INV545
C31,INV1011
C305,INV34
C31,INV994
C31,INV1355
C31,INV835
C133,INV170
C202,INV362
C31,INV1312
C32,INV85
C310,INV454
C32,INV61
C32,INV796
C32,INV135
C32,INV637
C487,INV591
C465,INV590
C50,INV704
C86,INV822
C277,INV304
C471,INV402
C32,INV726
C175,INV479
C44,INV1203
C33,INV482
C172,INV418
C33,INV279
C33,INV150
C97,INV27
C424,INV423
C33,INV811
C34,INV1206
C34,INV1394
C34,INV1326
C311,INV83
C34,INV1084
C170,INV1269
C326,INV359
C121,INV215
C483,INV273
C233,INV426
C35,INV461
C35,INV948
C35,INV872
C35,INV121
C57,INV633
C126,INV242
C35,INV488
C35,INV1308
C35,INV517
C55,INV1006
C401,INV1233
C36,INV400
C36,INV173
C288,INV758
C123,INV873
C497,INV1383
C36,INV1150
C3,INV415
C18,INV803
C37,INV711
C37,INV644
C221,INV805
C462,INV938
C37,INV1184
C234,INV868
C10,INV430
C38,INV1159
C309,INV1010
C259,INV25
C38,INV1033
C88,INV1132
C433,INV231
C38,INV1330
C46,INV1204
C38,INV108
C289,INV18
C242,INV13
C38,INV130
C38,INV407
C39,INV611
C281,INV1407
C225,INV815
C39,INV1331
C39,INV486
C39,INV379
C39,INV1139
C39,INV1163
C169,INV580
C39,INV100
C4,INV1057
C484,INV1256
C399,INV741
C198,INV1488
C40,INV761
C110,INV749
C106,INV1408
C40,INV1060
C40,INV1222
C428,INV1069
C223,INV476
C40,INV698
C40,INV718
C78,INV1001
C40,INV775
C40,INV95
C315,INV1191
C186,INV98
C3,INV648
C239,INV1101
C40,INV1039
C40,INV965
C327,INV1297
C137,INV1496
C171,INV499
C41,INV858
C415,INV529
C41,INV358
C70,INV429
C41,INV55
C83,INV998
C41,INV325
C464,INV1049
C41,INV1280
C41,INV1072
C334,INV1386
C312,INV192
C42,INV414
C412,INV421
C42,INV1237
C42,INV200
C478,INV21
C42,INV974
C174,INV494
C123,INV1339
C398,INV1166
C42,INV182
C240,INV69
C42,INV885
C491,INV143
C42,INV817
C43,INV777
C162,INV861
C43,INV1476
C453,INV481
C198,INV1303
C361,INV1358
C43,INV329
C469,INV920
C43,INV1174
C359,INV1421
C26,INV1474
C57,INV1255
C189,INV70
C43,INV929
C415,INV1171
C492,INV1037
C43,INV206
C214,INV583
C93,INV1249
C215,INV1107
C364,INV1219
C44,INV1423
C172,INV133
C436,INV916
C275,INV286
C44,INV1187
C44,INV1261
C316,INV1114
C44,INV641
C44,INV1385
C25,INV1110
C491,INV1333
C278,INV30
C44,INV531
C44,INV627
C60,INV276
C44,INV287
C45,INV1244
C83,INV685
C193,INV765
C229,INV1186
C17,INV520
C45,INV1097
C45,INV984
C45,INV1257
C341,INV539
C207,INV877
C45,INV1265
C384,INV1095
C151,INV917
C426,INV808
C38,INV980
C428,INV967
C46,INV739
C46,INV1349
C154,INV255
C46,INV744
C46,INV15
C46,INV1346
C46,INV1422
C46,INV172
C46,INV1406
C46,INV943
C46,INV54
C46,INV1071
C77,INV1298
C162,INV207
C46,INV334
C425,INV377
C93,INV477
C46,INV1148
C293,INV1489
C47,INV847
C47,INV1225
C47,INV560
C47,INV672
C47,INV1341
C451,INV866
C47,INV1362
C128,INV225
C47,INV1213
C405,INV489
C48,INV5
C272,INV613
C48,INV303
C48,INV123
C115,INV528
C311,INV608
C135,INV65
C9,INV1484
C190,INV147
C34,INV405
C48,INV1418
C337,INV574
C49,INV1363
C49,INV573
C459,INV1429
C49,INV896
C113,INV330
C49,INV1351
C273,INV1008
C284,INV246
C49,INV1471
C49,INV1031
C72,INV1123
C50,INV963
C50,INV852
C50,INV190
C50,INV550
C50,INV308
C50,INV496
C50,INV176
C50,INV1045
C116,INV773
C50,INV949
C297,INV450
C216,INV1267
C50,INV152
C376,INV1380
C50,INV1242
C50,INV566
C50,INV788
C482,INV860
C52,INV459
C80,INV138
C52,INV513
C349,INV347
C81,INV1378
C300,INV1041
C52,INV606
C52,INV1473
C370,INV16
C11,INV828
C273,INV1398
C52,INV863
C477,INV623
C52,INV909
C52,INV253
C382,INV756
C275,INV185
C261,INV1480
C52,INV678
C133,INV199
C52,INV597
C245,INV1481
C80,INV830
C141,INV874
C416,INV335
C39,INV945
C441,INV664
C375,INV1154
C275,INV446
C357,INV1353
C53,INV690
C329,INV263
C53,INV416
C418,INV619
C53,INV209
C170,INV397
C53,INV285
C53,INV208
C53,INV387
C288,INV1180
C53,INV1144
C267,INV720
C53,INV667
C32,INV784
C53,INV1177
C288,INV1324
C53,INV1440
C453,INV1286
C53,INV1063
C56,INV902
C147,INV250
C484,INV179
C56,INV218
C56,INV1433
C56,INV719
C233,INV345
C56,INV915
C315,INV244
C56,INV240
C217,INV1396
C56,INV75
C225,INV616
C212,INV1443
C56,INV700
C56,INV546
C56,INV484
C226,INV234
C199,INV918
C56,INV595
C56,INV1043
C89,INV1005
C57,INV1464
C57,INV674
C57,INV927
C214,INV1368
C57,INV491
C492,INV1465
C57,INV1352
C57,INV302
C57,INV714
C434,INV68
C57,INV816
C57,INV1027
C55,INV1482
C57,INV893
C158,INV227
C58,INV1082
C158,INV124
C58,INV193
C58,INV259
C58,INV1356
C58,INV562
C58,INV753
C330,INV853
C58,INV646
C195,INV891
C58,INV1397
C227,INV464
C58,INV1227
C136,INV541
C58,INV363
C58,INV1247
C58,INV502
C316,INV771
C58,INV88
C123,INV1309
C77,INV1470
C59,INV296
C59,INV203
C488,INV944
C59,INV1056
C59,INV530
C379,INV471
C496,INV799
C162,INV272
C59,INV58
C484,INV1024
C223,INV727
C59,INV535
C61,INV1490
C250,INV264
C61,INV1083
C61,INV767
C400,INV1340
C256,INV434
C96,INV340
C96,INV238
C61,INV478
C356,INV760
C343,INV969
C381,INV1438
C133,INV1111
C440,INV1074
C61,INV1442
C61,INV511
C61,INV1228
C366,INV333
C61,INV76
C328,INV458
C26,INV942
C143,INV1334
C35,INV683
C283,INV1052
C62,INV113
C62,INV1495
C62,INV514
C267,INV657
C348,INV40
C62,INV46
C62,INV1467
C62,INV798
C176,INV84
C284,INV1285
C62,INV804
C62,INV829
C440,INV469
C63,INV607
C193,INV737
C63,INV1181
C63,INV1466
C443,INV292
C63,INV169
C63,INV1431
C331,INV1183
C63,INV781
C24,INV247
C64,INV581
C64,INV265
C64,INV332
C397,INV1446
C343,INV702
C65,INV162
C296,INV1456
C65,INV498
C168,INV1215
C223,INV1375
C379,INV456
C178,INV266
C138,INV728
C65,INV571
C408,INV1127
C13,INV164
C65,INV474
C65,INV122
C65,INV1077
C65,INV1038
C203,INV821
C443,INV186
C112,INV1416
C339,INV1193
C336,INV1059
C66,INV97
C66,INV388
C66,INV1017
C104,INV639
C66,INV1241
C435,INV49
C309,INV197
C66,INV395
C425,INV1134
C66,INV759
C313,INV519
C490,INV410
C66,INV643
C66,INV99
C66,INV198
C66,INV1494
C66,INV327
C66,INV82
C66,INV299
C66,INV542
C67,INV356
C416,INV92
C67,INV1153
C67,INV501
C97,INV833
C80,INV564
C27,INV1415
C25,INV1054
C142,INV328
C67,INV1078
C67,INV1367
C67,INV201
C247,INV33
C401,INV676
C67,INV1224
C309,INV480
C246,INV420
C68,INV1091
C471,INV1015
C68,INV1157
C68,INV534
C450,INV1366
C321,INV1020
C68,INV989
C68,INV1373
C68,INV1210
C68,INV204
C68,INV140
C68,INV1424
C480,INV1240
C68,INV801
C68,INV39
C68,INV394
C67,INV734
C68,INV374
C30,INV439
C68,INV859
C68,INV475
C68,INV1235
C325,INV367
C68,INV1188
C68,INV157
C69,INV1145
C358,INV80
C69,INV436
C170,INV392
C69,INV412
C232,INV1487
C83,INV1478
C69,INV1
C69,INV540
C69,INV575
C70,INV987
C180,INV839
C109,INV971
C70,INV1246
C70,INV636
C70,INV1335
C70,INV261
C487,INV985
C1,INV679
C315,INV951
C70,INV448
C59,INV736
C70,INV854
C329,INV73
C71,INV233
C71,INV1238
C483,INV428
C428,INV248
C248,INV769
C317,INV991
C71,INV601
C71,INV1250
C408,INV609
C97,INV1158
C71,INV81
C71,INV790
C71,INV940
C72,INV115
C474,INV91
C72,INV1371
C298,INV516
C72,INV1223
C88,INV506
C110,INV213
C461,INV493
C8,INV20
C13,INV26
C72,INV1329
C249,INV939
C72,INV973
C411,INV671
C357,INV258
C112,INV1277
C73,INV1377
C73,INV880
C73,INV1412
C271,INV350
C180,INV1196
C137,INV166
C38,INV691
C33,INV411
C73,INV110
C73,INV1209
C216,INV509
C74,INV378
C74,INV288
C185,INV653
C49,INV132
C74,INV422
C74,INV500
C74,INV389
C450,INV884
C74,INV1409
C145,INV604
C158,INV675
C325,INV1455
C45,INV1108
C312,INV447
C73,INV1085
C75,INV1259
C75,INV660
C36,INV66
C148,INV890
C75,INV838
C75,INV677
C474,INV211
C17,INV738
C76,INV731
C354,INV1483
C76,INV305
C360,INV1498
C295,INV114
C109,INV1182
C187,INV403
C446,INV468
C76,INV818
C322,INV1252
C130,INV845
C79,INV230
C493,INV617
C77,INV897
C77,INV373
C288,INV409
C77,INV1437
C43,INV680
C77,INV1093
C77,INV1302
C414,INV1194
C206,INV849
C78,INV582
C211,INV1271
C78,INV56
C78,INV64
C337,INV507
C78,INV236
C385,INV371
C79,INV1076
C79,INV320
C79,INV533
C79,INV729
C34,INV592
C79,INV361
C79,INV487
C79,INV497
C251,INV1441
C235,INV1300
C79,INV614
C79,INV881
C79,INV650
C302,INV732
C57,INV451
C79,INV23
C79,INV106
C79,INV579
C80,INV408
C80,INV413
C122,INV527
C80,INV997
C59,INV789
C135,INV252
C1,INV1040
C396,INV1419
C72,INV612
C81,INV281
C81,INV547
C293,INV856
C394,INV1081
C261,INV1100
C100,INV375
C29,INV1117
C375,INV1370
C431,INV647
C81,INV1468
C148,INV686
C146,INV433
C81,INV1016
C278,INV722
C289,INV1395
C92,INV899
C478,INV311
C290,INV898
C82,INV187
C82,INV537
C27,INV341
C82,INV958
C82,INV1212
C237,INV156
C82,INV1251
C113,INV1485
C82,INV1428
C83,INV485
C32,INV622
C1,INV1103
C453,INV268
C83,INV867
C338,INV1448
C83,INV181
C83,INV1364
C0,INV14
C311,INV128
C60,INV952
C90,INV1381
C168,INV50
C221,INV1190
C462,INV1138
C263,INV913
C495,INV1273
C222,INV1477
C320,INV693
C84,INV800
C228,INV978
C415,INV661
C84,INV735
C445,INV2
C84,INV857
C372,INV372
C84,INV1275
C84,INV105
C85,INV101
C221,INV1044
C85,INV249
C175,INV876
C85,INV1160
C348,INV990
C428,INV131
C133,INV717
C86,INV710
C86,INV659
C365,INV953
C408,INV8
C86,INV1337
C0,INV294
C87,INV834
C385,INV992
C87,INV1248
C316,INV404
C87,INV526
C271,INV624
C87,INV1405
C87,INV298
C87,INV807
C87,INV1019
C87,INV1290
C87,INV988
C87,INV38
C321,INV322
C317,INV841
C88,INV437
C88,INV435
C88,INV586
C264,INV316
C88,INV941
C279,INV544
C88,INV205
C88,INV1197
C347,INV210
C88,INV730
C88,INV776
C279,INV986
C88,INV665
C304,INV146
C425,INV284
C350,INV887
C316,INV1452
C396,INV1307
C339,INV593
C89,INV337
C89,INV778
C454,INV1143
C449,INV1140
C135,INV628
C89,INV1137
C89,INV1092
C89,INV743
C90,INV72
C285,INV757
C53,INV257
C459,INV1401
C90,INV1336
C90,INV780
C90,INV1000
C14,INV12
C389,INV1216
C192,INV1410
C90,INV783
C90,INV696
C217,INV1453
C90,INV1387
C90,INV662
C33,INV1461
C90,INV879
C90,INV1004
C90,INV1445
C90,INV1281
C26,INV908
C206,INV136
C91,INV444
C342,INV557
C91,INV390
C251,INV17
C150,INV1102
C91,INV313
C338,INV1113
C91,INV1274
C91,INV1169
C12,INV1218
C25,INV127
C50,INV907
C53,INV746
C91,INV141
C91,INV1372
C159,INV523
C91,INV312
C467,INV432
C92,INV189
C92,INV183
C92,INV721
C92,INV29
C93,INV1075
C203,INV1023
C93,INV1493
C93,INV1403
C424,INV1379
C93,INV578
C405,INV62
C93,INV369
C93,INV1322
C93,INV1272
C94,INV1444
C384,INV786
C481,INV431
C94,INV1201
C94,INV1425
C219,INV1098
C95,INV924
C158,INV588
